"Term ID","Term Name","Term Slug",Description,"Parent ID","Parent Name","Parent Slug",Count
4393,M12346,m12346,,,,,1
4398,M12354,m12354,,,,,1
4401,M12513,m12513,,,,,1
4403,M12514,m12514,,,,,1
4405,M100103,m100103,,,,,2
4407,MN950075,mn950075,,,,,1
4409,6599,6599,,,,,2
4411,70603,70603,,,,,6
4413,53695,53695,,,,,8
4415,5126,5126,,,,,11
4417,54225,54225,,,,,8
4419,5130,5130,,,,,10
4421,5568,5568,,,,,12
4423,M100433,m100433,,,,,1
4425,M12505,m12505,,,,,2
4427,M12515,m12515,,,,,2
4429,M3858075,m3858075,,,,,1
4431,MP665075,mp665075,,,,,3
4433,5024,5024,,,,,1
4435,5029,5029,,,,,2
4437,5567,5567,,,,,10
4439,5569,5569,,,,,13
4441,5091,5091,,,,,8
4443,M12516,m12516,,,,,3
4445,MH182075,mh182075,,,,,1
4447,M12371,m12371,,,,,1
4449,M5752075,m5752075,,,,,4
4451,M5755075,m5755075,,,,,4
4453,54322,54322,,,,,7
4457,54321,54321,,,,,7
4459,5154,5154,,,,,11
4461,5151,5151,,,,,8
4463,5082,5082,,,,,7
4465,5261,5261,,,,,7
4467,5263,5263,,,,,8
4469,4644,4644,,,,,7
4471,6495,6495,,,,,7
4473,5120,5120,,,,,10
4475,5093,5093,,,,,6
4477,54302,54302,,,,,6
4479,6067,6067,,,,,6
4481,71542,71542,,,,,9
4483,54254,54254,,,,,8
4485,54253,54253,,,,,6
4487,72036,72036,,,,,5
4489,6499,6499,,,,,8
4492,M12361,m12361,,,,,2
4496,M12362,m12362,,,,,2
4497,M100913,m100913,,,,,1
4499,M101223,m101223,,,,,1
4501,M1545015,m1545015,,,,,2
4503,6852,6852,,,,,7
4505,72060,72060,,,,,5
4507,54317,54317,,,,,8
4510,4224,4224,,,,,10
4512,4260,4260,,,,,6
4514,5085,5085,,,,,8
4516,5223,5223,,,,,8
4518,5226,5226,,,,,11
4520,5238,5238,,,,,11
4522,5241,5241,,,,,10
4524,5244,5244,,,,,7
4526,5273,5273,,,,,8
4528,6503,6503,,,,,8
4530,6504,6504,,,,,4
4532,6509,6509,,,,,5
4534,6517,6517,,,,,5
4536,6522,6522,,,,,1
4538,6822,6822,,,,,8
4540,6824,6824,,,,,8
4542,6851,6851,,,,,7
4544,53523,53523,,,,,7
4546,53525,53525,,,,,9
4548,53696,53696,,,,,3
4550,54223,54223,,,,,7
4552,54224,54224,,,,,7
4554,54255,54255,,,,,7
4557,54257,54257,,,,,7
4560,54301,54301,,,,,8
4562,54312,54312,,,,,8
4564,54313,54313,,,,,8
4566,54323,54323,,,,,10
4568,54351,54351,,,,,3
4571,54352,54352,,,,,8
4574,54353,54353,,,,,7
4576,54364,54364,,,,,8
4578,54816,54816,,,,,6
4580,54819,54819,,,,,5
4582,54833,54833,,,,,7
4584,71541,71541,,,,,9
4586,71561,71561,,,,,7
4588,71567,71567,,,,,2
4590,72033,72033,,,,,4
4592,72034,72034,,,,,4
4594,72037,72037,,,,,5
4596,72040,72040,,,,,1
4598,72042,72042,,,,,1
4600,72050,72050,,,,,1
4602,72059,72059,,,,,6
4603,ML450075,ml450075,,,,,1
4605,M7156475,m7156475,,,,,3
4607,MN778075,mn778075,,,,,3
4609,MN775075,mn775075,,,,,9
4611,M12512,m12512,,,,,1
4613,M7155075,m7155075,,,,,1
4615,MU956075,mu956075,,,,,4
4619,M12344,m12344,,,,,1
4621,MB646075,mb646075,,,,,1
4623,MF460075,mf460075,,,,,1
4625,M102453,m102453,,,,,1
4627,M12518,m12518,,,,,2
4629,M12519,m12519,,,,,2
4631,M12520,m12520,,,,,2
4633,M5840075,m5840075,,,,,2
4635,M5858075,m5858075,,,,,3
4637,M5860075,m5860075,,,,,1
4639,M12376,m12376,,,,,3
4643,MA680087,ma680087,,,,,1
4645,MA680187,ma680187,,,,,1
4647,MA682187,ma682187,,,,,1
4650,M12521,m12521,,,,,1
4653,M12522,m12522,,,,,1
4655,M12523,m12523,,,,,2
4657,M12524,m12524,,,,,1
4659,M12525,m12525,,,,,1
4661,M12526,m12526,,,,,1
4663,M12527,m12527,,,,,1
4665,M12528,m12528,,,,,1
4667,M12529,m12529,,,,,1
4669,M12530,m12530,,,,,1
4671,M12531,m12531,,,,,1
4673,M12532,m12532,,,,,1
4676,M12533,m12533,,,,,1
4679,M12534,m12534,,,,,1
4681,M12535,m12535,,,,,2
4683,M12536,m12536,,,,,1
4685,M12537,m12537,,,,,1
4687,M12538,m12538,,,,,2
4690,M12539,m12539,,,,,1
4694,M12540,m12540,,,,,2
4697,M12541,m12541,,,,,2
4699,M12542,m12542,,,,,2
4701,M12543,m12543,,,,,2
4703,M12544,m12544,,,,,1
4705,MC440015,mc440015,,,,,1
4707,MC440075,mc440075,,,,,1
4709,MC443015,mc443015,,,,,2
4711,MC443075,mc443075,,,,,1
4713,MC453015,mc453015,,,,,1
4715,MC453075,mc453075,,,,,1
4717,MC455075,mc455075,,,,,1
4719,MC458075,mc458075,,,,,1
4721,MC460075,mc460075,,,,,3
4723,MC477015,mc477015,,,,,1
4725,MC477075,mc477075,,,,,1
4727,MC478075,mc478075,,,,,1
4729,MC480015,mc480015,,,,,1
4731,MC480075,mc480075,,,,,1
4733,ME250075,me250075,,,,,6
4735,M12545,m12545,,,,,1
4737,M591D,m591d,,,,,2
4739,M8621075,m8621075,,,,,9
4741,ML779076,ml779076,,,,,1
4743,M7158175,m7158175,,,,,1
4745,MA656075,ma656075,,,,,7
4747,M102023,m102023,,,,,1
4749,MH152015,mh152015,,,,,1
4751,MN452075,mn452075,,,,,3
4753,MT643075,mt643075,,,,,5
4755,M101105T,m101105t,,,,,2
4757,M100705T,m100705t,,,,,2
4759,M102065T,m102065t,,,,,1
4761,M101125,m101125,,,,,1
4763,M5760075,m5760075,,,,,3
4765,M6141,m6141,,,,,1
4768,M12548,m12548,,,,,1
4771,M12549,m12549,,,,,1
4773,M12550,m12550,,,,,1
4775,M12551,m12551,,,,,1
4777,M12552,m12552,,,,,1
4779,M12553,m12553,,,,,1
4781,M3858015,m3858015,,,,,10
4784,M12554,m12554,,,,,1
4787,M12555,m12555,,,,,1
4790,M12556,m12556,,,,,2
4793,M12557,m12557,,,,,3
4795,M12558,m12558,,,,,3
4797,M12559,m12559,,,,,3
4799,M12560,m12560,,,,,1
4801,M12561,m12561,,,,,1
4803,ME257075,me257075,,,,,5
4805,MA643075,ma643075,,,,,10
4807,MU149075,mu149075,,,,,1
4809,MH320075,mh320075,,,,,5
4811,M12562,m12562,,,,,1
4813,MQ443075,mq443075,,,,,2
4815,ME943075,me943075,,,,,3
4817,M5988A,m5988a,,,,,1
4819,M12563,m12563,,,,,1
4821,M12564,m12564,,,,,2
4823,MA660375,ma660375,,,,,8
4825,MD80405,md80405,,,,,6
4827,MD80825,md80825,,,,,5
4829,MH360075,mh360075,,,,,5
4831,MH346075,mh346075,,,,,10
4833,MH355075,mh355075,,,,,10
4835,MH343075,mh343075,,,,,9
4837,MQ457075,mq457075,,,,,1
4839,M12569,m12569,,,,,1
4841,M12570,m12570,,,,,1
4843,M12571,m12571,,,,,1
4845,M12572,m12572,,,,,2
4847,M12573,m12573,,,,,2
4849,M12574,m12574,,,,,2
4851,M12567,m12567,,,,,2
4853,MH158075,mh158075,,,,,1
4855,M12575,m12575,,,,,1
4857,M12576,m12576,,,,,3
4859,MQ950075,mq950075,,,,,4
4861,M5740075,m5740075,,,,,3
4863,M12276,m12276,,,,,1
4865,M12277,m12277,,,,,2
4867,M12278,m12278,,,,,1
4869,M12365,m12365,,,,,1
4871,M12367,m12367,,,,,1
4873,ML782075,ml782075,,,,,1
4875,ML740075,ml740075,,,,,1
4877,M12578,m12578,,,,,
4879,MA682175,ma682175,,,,,5
4881,MA682275,ma682275,,,,,1
4883,M12583,m12583,,,,,1
4885,M12582,m12582,,,,,2
4887,M12584,m12584,,,,,2
4889,M12585,m12585,,,,,1
4891,M12586,m12586,,,,,1
4893,M12587,m12587,,,,,3
4895,M7182375,m7182375,,,,,4
4897,MP652075,mp652075,,,,,3
4899,MA682075,ma682075,,,,,2
4901,MQ343075,mq343075,,,,,4
4903,MQ352075,mq352075,,,,,11
4905,MQ386075,mq386075,,,,,4
4907,MQ35207C,mq35207c,,,,,2
4909,MF277175,mf277175,,,,,4
4911,MA658075,ma658075,,,,,3
4913,MQ458075,mq458075,,,,,1
4915,M8620136,m8620136,,,,,7
4917,MN720075,mn720075,,,,,2
4919,M8620075,m8620075,,,,,2
4921,MA680075,ma680075,,,,,1
4923,MA688075,ma688075,,,,,1
4925,ML777075,ml777075,,,,,3
4927,MU468075,mu468075,,,,,1
4929,M3840075,m3840075,,,,,3
4931,M12588,m12588,,,,,2
4933,MA661075,ma661075,,,,,6
4935,M1455015,m1455015,,,,,2
4938,M12589,m12589,,,,,3
4941,M12590,m12590,,,,,3
4943,M12591,m12591,,,,,4
4945,M12592,m12592,,,,,2
4947,MH380075,mh380075,,,,,1
4949,M12305,m12305,,,,,4
4951,M7072015,m7072015,,,,,2
4954,M12594,m12594,,,,,1
4957,M12595,m12595,,,,,2
4959,M12596,m12596,,,,,3
4961,M12597,m12597,,,,,1
4963,M12599,m12599,,,,,1
4965,ML745075,ml745075,,,,,1
4967,M12600,m12600,,,,,2
4969,MR260075,mr260075,,,,,2
4971,MF451075,mf451075,,,,,3
4973,MA670075,ma670075,,,,,3
4975,MA645075,ma645075,,,,,1
4977,MA658175,ma658175,,,,,2
4979,M3021015,m3021015,,,,,4
4981,M3852015,m3852015,,,,,13
4983,M3852075,m3852075,,,,,2
4985,M12601,m12601,,,,,3
4987,ML754075,ml754075,,,,,1
4989,M12602,m12602,,,,,1
4991,M12603,m12603,,,,,1
4993,MH140015,mh140015,,,,,1
4995,MH159015,mh159015,,,,,2
4997,MU458075,mu458075,,,,,1
4999,MU465075,mu465075,,,,,1
5001,M12608,m12608,,,,,1
5003,M12609,m12609,,,,,1
5007,M12610,m12610,,,,,1
5011,M12611,m12611,,,,,2
5013,M12604,m12604,,,,,1
5015,M12605,m12605,,,,,1
5017,M12606,m12606,,,,,1
5019,M12607,m12607,,,,,2
5021,MJ455075,mj455075,,,,,1
5025,M5061,m5061,,,,,3
5027,ME255075,me255075,,,,,3
5029,M7187075,m7187075,,,,,1
5031,MA653075,ma653075,,,,,3
5033,M12613,m12613,,,,,2
5035,M3865036,m3865036,,,,,1
5037,M12624,m12624,,,,,1
5039,MA650275,ma650275,,,,,3
5041,M1501015,m1501015,,,,,2
5043,M5971,m5971,,,,,2
5045,M12625,m12625,,,,,1
5047,M12626,m12626,,,,,1
5049,ML783075,ml783075,,,,,1
5051,M12628,m12628,,,,,2
5056,M12619,m12619,,,,,2
5061,M12620,m12620,,,,,2
5066,M12629,m12629,,,,,1
5069,M12630,m12630,,,,,1
5071,M12631,m12631,,,,,1
5073,M12632,m12632,,,,,2
5075,M1174015,m1174015,,,,,2
5077,M1140015,m1140015,,,,,4
5081,M12616,m12616,,,,,1
5083,M12617,m12617,,,,,1
5085,M12618,m12618,,,,,2
5087,M12622,m12622,,,,,1
5089,M12623,m12623,,,,,1
5091,M12633,m12633,,,,,1
5093,M12634,m12634,,,,,1
5097,M12635,m12635,,,,,1
5099,M12636,m12636,,,,,1
5101,M12637,m12637,,,,,1
5103,M12639,m12639,,,,,1
5105,M12640,m12640,,,,,1
5107,MA650375,ma650375,,,,,1
5109,M12643,m12643,,,,,1
5111,M12644,m12644,,,,,1
5113,MA64407S,ma64407s,,,,,8
5115,M5759075,m5759075,,,,,5
5117,M12645,m12645,,,,,2
5119,M12646,m12646,,,,,1
5121,M12340,m12340,,,,,2
5123,M12339,m12339,,,,,9
5127,M1143075,m1143075,,,,,2
5129,ML777015,ml777015,,,,,1
5131,ML753015,ml753015,,,,,1
5133,ML740015,ml740015,,,,,1
5135,ML747075,ml747075,,,,,1
5137,ML748015,ml748015,,,,,1
5139,ML753075,ml753075,,,,,1
5141,ML772015,ml772015,,,,,1
5143,M12647,m12647,,,,,1
5145,M12648,m12648,,,,,1
5147,M12649,m12649,,,,,1
5149,M12655,m12655,,,,,2
5151,MR542019,mr542019,,,,,3
5153,MQ960075,mq960075,,,,,5
5155,M5141C,m5141c,,,,,2
5157,M12656,m12656,,,,,1
5159,M3882015,m3882015,,,,,7
5161,M5161,m5161,,,,,3
5163,M12657,m12657,,,,,1
5165,M4749075,m4749075,,,,,1
5167,MJ140075,mj140075,,,,,1
5169,M4752075,m4752075,,,,,1
5171,M5076075,m5076075,,,,,1
5173,M5077075,m5077075,,,,,2
5175,53522,53522,,,,,3
5178,M12659,m12659,,,,,1
5183,M12660,m12660,,,,,1
5187,M12661,m12661,,,,,1
5191,M12662,m12662,,,,,1
5195,MH173075,mh173075,,,,,2
5197,M3882075,m3882075,,,,,2
5199,M3865075,m3865075,,,,,1
5201,MG643075,mg643075,,,,,1
5203,MT953075,mt953075,,,,,2
5206,M12663,m12663,,,,,1
5209,M12664,m12664,,,,,1
5211,ME241019,me241019,,,,,3
5213,5028,5028,,,,,1
5215,M12665,m12665,,,,,1
5217,M5081,m5081,,,,,3
5219,MJ438075,mj438075,,,,,3
5221,M12666,m12666,,,,,1
5223,M3001015,m3001015,,,,,3
5225,M12667,m12667,,,,,1
5227,M12668,m12668,,,,,1
5229,M12669,m12669,,,,,1
5231,M12670,m12670,,,,,1
5233,M12671,m12671,,,,,1
5235,M12673,m12673,,,,,1
5237,M3002015,m3002015,,,,,1
5239,M12674,m12674,,,,,1
5241,M12654,m12654,,,,,1
5246,M12676,m12676,,,,,1
5249,M12677,m12677,,,,,1
5251,M12678,m12678,,,,,1
5253,M799J,m799j,,,,,1
5257,M12679,m12679,,,,,1
5259,M12680,m12680,,,,,1
5261,M12681,m12681,,,,,1
5263,M12682,m12682,,,,,1
5265,M12683,m12683,,,,,1
5267,M12684,m12684,,,,,1
5269,M12685,m12685,,,,,1
5273,M12337,m12337,,,,,3
5275,M12338,m12338,,,,,3
5277,M12510,m12510,,,,,1
5279,M3840015,m3840015,,,,,11
5281,MA640019,ma640019,,,,,1
5283,M3850433,m3850433,,,,,1
5285,M101815,m101815,,,,,1
5287,M3078015,m3078015,,,,,3
5289,MA640018,ma640018,,,,,1
5291,MH155075,mh155075,,,,,1
5293,M1840075,m1840075,,,,,4
5295,MT740075,mt740075,,,,,5
5297,M1852075,m1852075,,,,,4
5299,MD874015,md874015,,,,,1
5301,M12652,m12652,,,,,1
5303,M12687,m12687,,,,,1
5305,M1872075,m1872075,,,,,1
5307,M1882075,m1882075,,,,,3
5309,ML776075,ml776075,,,,,11
5311,M1152075,m1152075,,,,,1
5313,MT782075,mt782075,,,,,3
5315,MB646175,mb646175,,,,,2
5317,M1138075,m1138075,,,,,1
5320,M12689,m12689,,,,,1
5325,M12690,m12690,,,,,1
5327,M12691,m12691,,,,,1
5333,M12692,m12692,,,,,1
5335,M12693,m12693,,,,,1
5337,M12694,m12694,,,,,2
5341,M12695,m12695,,,,,3
5345,M12696,m12696,,,,,2
5347,M12697,m12697,,,,,2
5351,M12698,m12698,,,,,3
5353,M12699,m12699,,,,,2
5357,M12700,m12700,,,,,1
5361,M12701,m12701,,,,,1
5363,M12702,m12702,,,,,2
5365,M12703,m12703,,,,,1
5367,M12704,m12704,,,,,2
5371,M12705,m12705,,,,,2
5373,M12706,m12706,,,,,1
5377,M12707,m12707,,,,,2
5379,M12708,m12708,,,,,3
5381,M12709,m12709,,,,,2
5383,M12710,m12710,,,,,1
5387,M12711,m12711,,,,,1
5389,M12712,m12712,,,,,1
5393,M12713,m12713,,,,,1
5397,M12715,m12715,,,,,1
5399,M12716,m12716,,,,,1
5401,M12717,m12717,,,,,1
5403,M12718,m12718,,,,,1
5405,M12719,m12719,,,,,1
5407,M12720,m12720,,,,,1
5409,M12721,m12721,,,,,1
5411,MB150075,mb150075,,,,,2
5413,M1158075,m1158075,,,,,1
5415,M12728,m12728,,,,,3
5417,M12729,m12729,,,,,3
5420,M12688,m12688,,,,,2
5423,M12722,m12722,,,,,2
5425,M12723,m12723,,,,,2
5427,M12724,m12724,,,,,2
5429,M12725,m12725,,,,,2
5431,M12726,m12726,,,,,1
5433,M12727,m12727,,,,,2
5435,MA630075,ma630075,,,,,1
5437,MA672075,ma672075,,,,,2
5439,M100405T,m100405t,,,,,1
5441,MB152075,mb152075,,,,,2
5443,MH165075,mh165075,,,,,2
5445,M1121775,m1121775,,,,,1
5448,M12730,m12730,,,,,1
5451,M12732,m12732,,,,,1
5453,M12731,m12731,,,,,1
5455,M12733,m12733,,,,,1
5457,M12734,m12734,,,,,1
5459,M12735,m12735,,,,,1
5461,M12736,m12736,,,,,1
5463,M12737,m12737,,,,,1
5465,M12738,m12738,,,,,1
5467,M12739,m12739,,,,,1
5469,MT752075,mt752075,,,,,2
5471,MT773075,mt773075,,,,,1
5474,M12740,m12740,,,,,1
5477,M12741,m12741,,,,,1
5480,M12742,m12742,,,,,1
5483,M12743,m12743,,,,,1
5486,M12744,m12744,,,,,1
5489,M12745,m12745,,,,,1
5491,M12746,m12746,,,,,1
5493,M12747,m12747,,,,,1
5495,M12748,m12748,,,,,1
5497,M12749,m12749,,,,,1
5499,M12750,m12750,,,,,1
5501,M12751,m12751,,,,,1
5503,M12752,m12752,,,,,1
5505,M12753,m12753,,,,,1
5509,M12754,m12754,,,,,1
5511,M12756,m12756,,,,,1
5515,M12757,m12757,,,,,1
5517,M12758,m12758,,,,,1
5521,M1522415,m1522415,,,,,1
5523,M12760,m12760,,,,,1
5527,M12761,m12761,,,,,1
5529,M12762,m12762,,,,,1
5531,M12763,m12763,,,,,1
5533,M12764,m12764,,,,,1
5535,M12765,m12765,,,,,1
5537,M12766,m12766,,,,,1
5541,M12767,m12767,,,,,1
5543,M12768,m12768,,,,,1
5545,M12769,m12769,,,,,1
5547,M12770,m12770,,,,,1
5550,M12771,m12771,,,,,1
5553,M12772,m12772,,,,,1
5555,M12773,m12773,,,,,1
5557,M12774,m12774,,,,,1
5559,M12775,m12775,,,,,1
5563,M12776,m12776,,,,,1
5567,M12777,m12777,,,,,1
5569,M12779,m12779,,,,,1
5571,M12780,m12780,,,,,2
5573,M12781,m12781,,,,,2
5575,M12782,m12782,,,,,2
5577,M12783,m12783,,,,,1
5579,M12784,m12784,,,,,2
5581,M12785,m12785,,,,,2
5583,M12786,m12786,,,,,1
5585,M12787,m12787,,,,,1
5587,M12755,m12755,,,,,2
5589,M12788,m12788,,,,,1
5591,M12789,m12789,,,,,1
5595,M12790,m12790,,,,,2
5597,M12791,m12791,,,,,1
5599,M12792,m12792,,,,,1
5601,M12793,m12793,,,,,2
5603,M12794,m12794,,,,,1
5605,M12795,m12795,,,,,1
5607,M12759,m12759,,,,,1
5612,M12797,m12797,,,,,1
5615,M12798,m12798,,,,,1
5617,MH852075,mh852075,,,,,1
5619,MG752075,mg752075,,,,,2
5621,MB158075,mb158075,,,,,2
5623,MH858075,mh858075,,,,,1
5625,M12653,m12653,,,,,1
5627,M12802,m12802,,,,,1
5633,M12801,m12801,,,,,2
5635,M12805,m12805,,,,,1
5637,M12806,m12806,,,,,1
5641,M12807,m12807,,,,,1
5643,M12808,m12808,,,,,1
5645,M12809,m12809,,,,,1
5649,M12810,m12810,,,,,1
5653,M12811,m12811,,,,,1
5655,M12812,m12812,,,,,1
5657,M12813,m12813,,,,,1
5659,M12814,m12814,,,,,1
5661,MU480075,mu480075,,,,,1
5663,M12816,m12816,,,,,1
5667,M12817,m12817,,,,,1
5669,M12818,m12818,,,,,1
5671,5134,5134,,,,,1
5673,M7191475,m7191475,,,,,1
5675,MU273075,mu273075,,,,,1
5677,M12820,m12820,,,,,1
5679,M12822,m12822,,,,,1
5681,MB652175,mb652175,,,,,3
5683,M5968,m5968,,,,,7
5685,M862203,m862203,,,,,2
5687,M863203,m863203,,,,,2
5689,M866203,m866203,,,,,3
5691,M862013,m862013,,,,,2
5693,M863003,m863003,,,,,1
5695,M864503,m864503,,,,,3
5697,M864603,m864603,,,,,2
5699,M864803O,m864803o,,,,,2
5701,M865303,m865303,,,,,2
5703,M866103,m866103,,,,,3
5705,M866503,m866503,,,,,1
5707,M862013P,m862013p,,,,,1
5709,M863003P,m863003p,,,,,1
5711,M863203P,m863203p,,,,,3
5713,M864503P,m864503p,,,,,1
5715,M864603P,m864603p,,,,,1
5717,M865303P,m865303p,,,,,1
5719,M866103P,m866103p,,,,,3
5721,M866503P,m866503p,,,,,1
5723,M12823,m12823,,,,,1
5725,M7125175,m7125175,,,,,1
5727,M7161075,m7161075,,,,,1
5729,M7190075,m7190075,,,,,2
5731,M7178050,m7178050,,,,,1
5733,MQ444075,mq444075,,,,,1
5735,M12824,m12824,,,,,1
5737,M12825,m12825,,,,,1
5739,M12826,m12826,,,,,1
5741,M12827,m12827,,,,,1
5743,M12828,m12828,,,,,1
5745,M12829,m12829,,,,,1
5747,M12830,m12830,,,,,1
5749,M12831,m12831,,,,,1
5751,M12832,m12832,,,,,1
5753,M12833,m12833,,,,,1
5755,M12836,m12836,,,,,1
5760,M12837,m12837,,,,,1
5763,M12838,m12838,,,,,1
5765,M12839,m12839,,,,,1
5767,M12303,m12303,,,,,2
5769,M12840,m12840,,,,,1
5771,M12841,m12841,,,,,1
5774,M12843,m12843,,,,,1
5778,M12844,m12844,,,,,1
5781,M12845,m12845,,,,,1
5783,M5171C,m5171c,,,,,1
5785,M12846,m12846,,,,,1
5787,M1001015,m1001015,,,,,1
5789,M100455,m100455,,,,,2
5791,M1008315,m1008315,,,,,1
5793,M1021015,m1021015,,,,,1
5795,M1024215,m1024215,,,,,1
5797,ME246075,me246075,,,,,4
5799,MH127125,mh127125,,,,,1
5802,M12850,m12850,,,,,1
5806,M12851,m12851,,,,,1
5809,M12852,m12852,,,,,2
5812,M12853,m12853,,,,,1
5816,M12854,m12854,,,,,1
5819,M12855,m12855,,,,,1
5821,M12856,m12856,,,,,2
5823,M12857,m12857,,,,,1
5825,M12858,m12858,,,,,1
5827,M12859,m12859,,,,,1
5829,M12860,m12860,,,,,1
5831,M12861,m12861,,,,,1
5833,M12862,m12862,,,,,1
5835,M1008250,m1008250,,,,,1
5838,M12863,m12863,,,,,2
5842,M12864,m12864,,,,,1
5846,M12865,m12865,,,,,2
5850,M12866,m12866,,,,,2
5854,M12867,m12867,,,,,1
5857,M7125075,m7125075,,,,,5
5859,M7131075,m7131075,,,,,2
5861,M7133015,m7133015,,,,,1
5863,M7139075,m7139075,,,,,2
5865,M1003915,m1003915,,,,,1
5867,M1007915,m1007915,,,,,2
5869,M1009215,m1009215,,,,,2
5871,M1011115,m1011115,,,,,1
5873,M1019915,m1019915,,,,,2
5875,M1021515,m1021515,,,,,1
5877,M1022415,m1022415,,,,,2
5879,M7133075,m7133075,,,,,4
5881,M7135175,m7135175,,,,,2
5883,M8652015,m8652015,,,,,1
5885,M8666015,m8666015,,,,,1
5887,MF120018,mf120018,,,,,1
5889,MN320033,mn320033,,,,,1
5891,MN340033,mn340033,,,,,2
5893,MN342015,mn342015,,,,,1
5895,MN346033,mn346033,,,,,2
5897,MN348015,mn348015,,,,,1
5899,MN352033,mn352033,,,,,3
5901,M12868,m12868,,,,,3
5903,M357601,m357601,,,,,1
5905,M357701,m357701,,,,,1
5907,M3576015,m3576015,,,,,2
5909,M3577015,m3577015,,,,,2
5911,M3576037,m3576037,,,,,1
5913,M3577037,m3577037,,,,,1
5918,M12870,m12870,,,,,1
5921,M12871,m12871,,,,,1
5923,M12872,m12872,,,,,1
5926,M12873,m12873,,,,,1
5929,M12874,m12874,,,,,1
5931,M12879,m12879,,,,,1
5935,M12880,m12880,,,,,1
5937,M12875,m12875,,,,,1
5939,M12889,m12889,,,,,1
5943,M12876,m12876,,,,,3
5945,M12884,m12884,,,,,1
5947,M12878,m12878,,,,,1
5949,M12900,m12900,,,,,1
5951,M12893,m12893,,,,,2
5953,M12897,m12897,,,,,1
5955,M12877,m12877,,,,,1
5958,M12886,m12886,,,,,1
5961,M12887,m12887,,,,,1
5963,M12888,m12888,,,,,1
5966,M12890,m12890,,,,,2
5969,M12891,m12891,,,,,2
5971,M12892,m12892,,,,,2
5973,M12894,m12894,,,,,1
5975,M3801,m3801,,,,,1
5977,M3840,m3840,,,,,1
5979,M3822,m3822,,,,,1
5981,M12909,m12909,,,,,1
5983,M12910,m12910,,,,,2
5986,M12993,m12993,,,,,3
5990,M12940,m12940,,,,,
5996,80072298,80072298,,,,,7
5999,80083227,80083227,,,,,2
6001,80066012,80066012,,,,,7
6005,80058990,80058990,,,,,4
6009,80058998,80058998,,,,,2
6011,80058976,80058976,,,,,8
6015,80058984,80058984,,,,,8
6020,149899,149899,,,,,8
6024,80007053,80007053,,,,,6
6027,80007052,80007052,,,,,3
6029,80027101,80027101,,,,,6
6032,80083239,80083239,,,,,3
6035,80032176,80032176,,,,,5
6037,80064107,80064107,,,,,3
6039,80058977,80058977,,,,,7
6041,80021948,80021948,,,,,4
6043,80056822,80056822,,,,,4
6045,80057472,80057472,,,,,3
6047,80058994,80058994,,,,,7
6051,80083401,80083401,,,,,1
6053,80063122,80063122,,,,,1
6055,80083399,80083399,,,,,1
6057,80072198,80072198,,,,,1
6059,80059847,80059847,,,,,1
6061,80083400,80083400,,,,,1
6063,7007004655,7007004655,,,,,1
6065,M12989,m12989,,,,,1
6067,M12990,m12990,,,,,1
6069,M12991,m12991,,,,,1
6071,80086105,80086105,,,,,1
6073,80079508,80079508,,,,,2
6075,80058991,80058991,,,,,1
6077,80058995,80058995,,,,,1
6079,80079509,80079509,,,,,2
6081,80058999,80058999,,,,,1
6083,80058978,80058978,,,,,4
6085,80058986,80058986,,,,,3
6087,80058985,80058985,,,,,3
6089,80083606,80083606,,,,,1
6091,M12992,m12992,,,,,1
6094,80086572,80086572,,,,,1
6097,80086571,80086571,,,,,1
6099,80079084,80079084,,,,,1
6101,80079083,80079083,,,,,2
6103,80073360,80073360,,,,,1
6105,80001001,80001001,,,,,6
6107,80078576,80078576,,,,,5
6109,80029043,80029043,,,,,5
6111,80029563,80029563,,,,,2
6113,80007042,80007042,,,,,7
6115,80086323,80086323,,,,,1
6117,80086322,80086322,,,,,1
6119,80086321,80086321,,,,,1
6121,80079082,80079082,,,,,1
6123,80081160,80081160,,,,,1
6125,80081161,80081161,,,,,1
6129,M12971,m12971,,,,,1
6131,80030195,80030195,,,,,2
6133,M12973,m12973,,,,,1
6135,M12881,m12881,,,,,1
6137,M12906,m12906,,,,,1
6139,M1512015,m1512015,,,,,1
6141,M13005,m13005,,,,,1
6143,M13006,m13006,,,,,1
6146,M12912,m12912,,,,,2
6149,M13033,m13033,,,,,1
6151,M13034,m13034,,,,,1
6153,M13035,m13035,,,,,1
6156,M12928,m12928,,,,,2
6159,M12929,m12929,,,,,2
6161,M12930,m12930,,,,,1
6163,M12931,m12931,,,,,2
6165,M12932,m12932,,,,,1
6167,80073359,80073359,,,,,1
6169,80073361,80073361,,,,,1
6171,M12915,m12915,,,,,1
6173,M12923,m12923,,,,,1
6175,M13052,m13052,,,,,1
6177,MA682087,ma682087,,,,,1
6179,MJ454075,mj454075,,,,,1
6181,MH144075,mh144075,,,,,1
6183,MK840075,mk840075,,,,,1
6185,ME22003,me22003,,,,,1
6187,MC752075,mc752075,,,,,1
6189,MC759075,mc759075,,,,,2
6191,MC740075,mc740075,,,,,2
6193,M13027,m13027,,,,,1
6195,M101103,m101103,,,,,1
6197,M1152015,m1152015,,,,,1
6199,M13040,m13040,,,,,2
6201,M5081C,m5081c,,,,,1
6203,M3022415,m3022415,,,,,1
6205,M13076,m13076,,,,,1
6207,M13062,m13062,,,,,1
6209,M13063,m13063,,,,,1
6211,M13064,m13064,,,,,1
6213,M13058,m13058,,,,,1
